순위,검색 키워드,영상 제목,채널명,업로드 날짜,조회수,좋아요수,댓글수,조회수_log
569,韓国ファッション,なんでシンプルなのに可愛いの？韓国女子の春コーデが参考になる。 #shorts #韓国ファッション,韓国ファッションマガジンLapiLapi,2023-04-23,108149,1321,1,11.591274431381205
570,韓国ファッション,夏服を可愛く秋服にしちゃうよ☝🏻✨ #韓国ファッション #韓国コーデ #ootd #fashion #夏服 #夏コーデ #秋服 #秋コーデ,ハヌル하늘,2024-08-31,108003,1501,7,11.589923542457539
571,韓国ファッション,韓国17kgで夏服ゲット！JKだから新系統ファッションでイメチェン！【イチナナキログラム】,ひまひまチャンネル,2023-06-22,107330,1624,128,11.583672796491703
572,韓国ファッション,【大量購入品】韓国で爆買いしてきたからぜーーんぶ紹介します🇰🇷🛍着画紹介してます(⊃^-^)⊃-｡･*･:≡,かっぱちゃんねる,2026-01-11,106613,1415,62,11.57697011417313
573,Kpop聖地巡り,【閲覧注意】ソウル最恐の心霊スポットに足を踏み入れた配信者の末路...【IVE/レイ/ガウル】日本語字幕  #Shorts,POPsWAMP:IVE,2023-01-27,104051,3922,21,11.55264605316516
574,Kpop聖地巡り,ついに外国人に有名観光スポットになってるトー横界隈ww  #shorts  #歌舞伎町シネシティ広場 #外国人 #海外 #歌舞伎町 #トー横 #コンカフェ #地雷系,田中太郎ch,2025-10-03,104050,191,134,11.552636442539653
575,韓国ファッション,【キャミワンピ着回し5選】夏コーデ｜LOOKBOOK｜#patra #韓国ファッション #トレンドファッション #ファッション通販 #shorts,PATRA Official Channel,2023-07-04,103435,1209,1,11.546708342937798
576,韓国女子旅,【韓国1泊2日  1人旅】旅費公開👛渡韓歴50回  美容看護師オススメプラン。初めてのひとり韓国旅でも安心。美容とグルメを満喫できる韓国1泊2日プランを公開。1人スッピン旅(メイクポーチ忘れました),美容看護師 YUKI chan,2025-01-26,101215,781,56,11.525012126105375
577,韓国女子旅,【韓国1日目】半年ぶりの韓国、仁川入国から東大門へ,mihona【独女の月1ひとり旅】,2025-07-03,100567,997,88,11.518589394594667
578,韓国女子旅,【旅vlog】韓国女子旅2泊3日,五明祐子GOMYO CHANNEL,2023-03-25,99214,1080,26,11.505044491519353
579,韓国女子旅,【韓国旅行】24時間で韓国を楽しむ30代女子旅！,Mitoma Makeup,2023-01-07,98063,808,48,11.493375605725513
580,韓国ファッション,パート12 韓国女子に学ぶ！夏コーデまとめ #shorts #韓国ファッション,韓国ファッションマガジンLapiLapi,2023-08-08,97498,780,2,11.487597400523084
581,韓国女子旅,出産前にやりたかった２泊３日韓国女子旅,しょうごっこ,2025-09-21,96959,1038,58,11.482053801303142
582,Kpop聖地巡り,BTSが歩いたあの場所〜京都・東京・沖縄・神戸が聖地に　 #kpop #雑学 #bts,BTSパジャマ倶楽部,2025-07-02,96603,1222,15,11.478375427210823
583,韓国ファッション,"【韓国購入品】韓国無印,DAISO,ファッションアイテムからシールまで♡韓国で爆買いしたものをなぜか大爆笑しながらご紹介！",東原亜希 / AKI HIGASHIHARA,2026-01-28,94087,773,23,11.451985793530872
584,韓国ファッション,【MUSINSA】韓国ファッション好きな大学生の冬の1週間コーデVLOG🐰🧣東京でのファンミの準備でバタバタ日常 (ふう。笑),Janeぜうん,2024-11-25,91904,1982,274,11.428510713827865
585,韓国ファッション,【LookBook】韓国ファッション 秋の1週間コーデ🇰🇷,미사닝,2024-10-26,86153,2316,163,11.363891671522431
586,韓国ファッション,やっぱ秋服かわええ🤍#韓国ファッション #韓国コーデ #デニム #秋服 #秋コーデ #着回し #ootd #fashion #outfit,ハヌル하늘,2024-09-10,83141,877,5,11.32830526832677
587,Kpop聖地巡り,[koreavlog] kpopアイドル聖地巡りしてたら本人に会えちゃった2・3日目🌤💨 / smstore / yg社屋 / thesame / treasure / HIBE / 成均館大学,cona2,2022-12-08,79084,761,29,11.278278502397589
588,韓国ファッション,陰の者が韓国ファッションに感化された結果　#shorts #韓国 #kpop,たくみん,2022-01-20,78560,402,48,11.27163067207157
589,韓国ファッション,【購入品】韓国在住女が韓国で爆買いしたもの👚💸韓国人にも人気なおすすめブランド🇰🇷オリヤン｜コスメ🫧おまけのハワイ購入品紹介🌺,Amaneあまね,2026-02-08,77577,0,69,11.259039160821487
590,韓国ファッション,【vlog】1泊2日韓国女子旅🇰🇷｜聖水でおしゃれショッピング＆東出門で人気のグルメを満喫✨,𝗮𝗶𝗻𝘆𝗮𝗻 𝘃𝗹𝗼𝗴,2025-03-15,77036,612,16,11.252041104903824
591,韓国ドラマロケ地,【韓国ドラマ】「マイディアミスター」〜私のおじさん〜 を見るポイント３選を話します！  (KOR/JPN sub),【맛집.韓国グルメ】고추와사비ch -コチュわさびch-,2021-07-25,72113,1480,83,11.186003479180844
592,韓国ファッション,【Part2】ソウル行ったら絶対行くべき！韓国ファッションブランド🇰🇷 #shorts #韓国,ももち Momochi / 牛江桃子,2024-02-23,71029,1315,3,11.170857601991855
593,韓国ファッション,高見え韓国服！お値段以上のクオリティ◎大人女性に似合うキレイ目できちんとした韓国アパレルをご紹介^^,MOMOKA KIM - Japanese Mom in Korea -,2022-07-11,69471,1871,101,11.148679072678018
594,韓国ドラマロケ地,人気韓国ドラマロケ地にBTSの聖地まで！楽しい大邱(テグ)1Dayツアー【日韓夫婦/韓国旅行/日帰り旅行】,うかるか in KOREA우카루카,2021-12-09,64834,1775,69,11.079600859982985
595,韓国ファッション,【韓国🇰🇷ES 02】韓国ファッション祭り。いろいろなセレクトショップをご紹介！お買い物に次ぐお買い物の連続。ディナーは念願の韓国料理チュクミを堪能。@nagisaTV,nagisa TV+,2023-05-10,63544,544,31,11.05950359531617
596,Kpop聖地巡り,【韓国旅行2026】韓国最新情報‼️｜ソンス(聖水)のおすすめスポット🇰🇷穴場カフェ、KITHソウルがリニューアル、TIRTIR、Brandy Melville、ソウルの森、行列ベーグル、激安食堂,FOODOJO (miyu),2025-06-14,61657,0,14,11.029358264975064
597,韓国ファッション,韓国ファッション秋冬コーデ🇰🇷#sona購入品#sonahaul,미사닝,2023-11-12,61533,1975,95,11.027345146560275
598,韓国ファッション,🇰🇷 Korea Haul🪽総額20万円 !! ꒰՞ °ᗝ°՞꒱ 韓国で爆買いしてきたから購入品紹介するょ🥣💸,きょうかちゃんねる,2026-02-07,61063,1169,35,11.019677773478307
599,Kpop聖地巡り,EMOOTE 『スポットライト』Music Video①  #dance  #jpop #idol #electronicmusic #japan #tokyo #ダンス,EMOOTE Channel,2023-11-11,57214,3225,2,10.954571380751815
600,韓国ドラマロケ地,【衝撃】有名な韓ドラのロケ地が再開発で消滅│おつかれさま・青春の記録・その年、私たちは│など,シギシギの韓国案内,2025-05-06,42460,737,46,10.656341286557868
601,韓国ドラマロケ地,ソウルから日帰り！大長今パーク行ったら…時代劇オタク私、歓喜😭【行き方ガイド付】,ありのハル 아리의하루,2025-07-10,39515,285,39,10.584460932164365
602,Kpop聖地巡り,【閲覧注意】最恐の心霊スポットがヤバすぎた😱😱😱#心霊現象,しゅんぴ,2025-10-18,32404,248,26,10.386068010861816
603,韓国ドラマロケ地,韓国時代劇制作施設「大長今パーク」ドラマで見ていた場所を生で見て感動🥹韓国時代劇が好きな方必見。ソウル訪れた際は是非訪れて見て下さい。,おじさま倶楽部,2023-09-30,27220,109,28,10.211744013223518
604,Kpop聖地巡り,一蘭に聖地巡礼しまくるK-POPアイドル　 #SEVENTEEN #ENHYPEN #kpop,K部長の私生活,2024-12-31,26375,508,2,10.180209784751566
605,Kpop聖地巡り,EMOOTE 『スポットライト』Music Video③  #dance  #jpop #idol #electronicmusic #japan #tokyo #ダンス,EMOOTE Channel,2023-11-13,26345,1865,1,10.179071739789773
606,Kpop聖地巡り,【最新‼️保存版】話題の聖水新スポット🇰🇷見ないと損🚨ソンス周辺エリア/ソウルの森,I Korea U 아이코,2025-09-15,25549,204,9,10.14839259563185
607,韓国ドラマロケ地,韓ドラfan  あるある編　ロケ地巡りが出来るほど何度も使われる家屋敷,ミセスGREENの韓ドラfanチャンネル,2021-09-16,23903,53,3,10.081801087932543
608,韓国ドラマロケ地,【韓国時代劇ロケ地】「赤い袖先」「新米史官ク・ヘリョン」「赤い丹心」,話せる私に出会う韓国語,2023-09-26,23064,114,7,10.04607159599192
609,韓国ドラマロケ地,【Netflix】新作韓国ドラマから飛び出し７人のイケメンたち,夜な夜なドラマ・映画,2025-10-02,22430,76,3,10.018199209668024
610,韓国ドラマロケ地,『韓国ドラマロケ地巡り』オクニョ運命の女ロケ地【チンセヨン×コス】,たこやき韓ドラ情報局,2020-12-07,19661,144,7,9.88644311792687
611,Kpop聖地巡り,明洞KPOP専門店の品揃え調査 #明洞ショッピング #韓国旅行情報 #韓国アイドル #kpopグッズ #韓国情報,せかりい　オトナ渡韓,2024-09-27,19656,348,4,9.8861887879578
612,韓国ドラマロケ地,【神回】念願の韓国ドラマロケ地巡りしてきたよ🇰🇷,韓国情報メディア編集長まじゅ,2022-08-19,19148,236,13,9.860005773924167
613,韓国ドラマロケ地,【韓ドラFAN必見】韓ドラ14作品のロケ地が集結する街、ファンなら絶対に知っておきたいロケ地まとめ｜ソンジェ背負って走れ・ウ・ヨンウ・梨泰院クラス・その年私たちは｜など,シギシギの韓国案内,2025-05-17,19065,271,6,9.855661923053523
614,Kpop聖地巡り,【鬼企画】街中でKPOPアイドル100人見つけるまで帰れませんが過酷すぎたwwwwwww,シホるん/shihorun,2024-04-29,18733,474,25,9.838095333769076
615,韓国ドラマロケ地,【韓国時代劇ロケ地】「100日の郎軍様」、「チャングムの誓い」、「トンイ」、「私の国」、「光海 王になった男」他,話せる私に出会う韓国語,2023-07-08,18606,72,5,9.831293132987641
616,Kpop聖地巡り,藤井風　聖地めぐり／2019NY武者修行,juntarue,2024-06-12,18481,776,19,9.824552564447986
617,韓国ドラマロケ地,韓国🇰🇷明洞近くの韓国ドラマロケ地|明洞と南大門の特別な楽しみ方|ソウルグルメ、カフェ🍰|seoul,piyokoの韓国Lab.,2021-10-30,17266,872,143,9.75655244441243
618,韓国ドラマロケ地,【KOREA🇰🇷vlog♯3】韓国ドラマ好きの皆様集合！龍仁大長今パーク行ってきた！奇皇后/太陽を抱く月/トンイ/イサン/ドラマロケ地巡り/BTSが撮影したところ！ハジウォンファン目線/韓国旅行,OHISAMA CHANNEL 🌏,2022-10-14,15825,115,11,9.669409436169138
619,韓国ドラマロケ地,【韓国ドラマロケ地🎥】『賢い医師生活』に登場した「ユルジェ病院」ロケ地をご紹介❗ #shorts,KOARI Channel,2022-12-01,15394,0,0,9.641798060358601
620,Kpop聖地巡り,📍弘大のおすすめスポット一覧（店名＋,ジンくん『韓国旅行ガイド』,2025-07-17,15351,224,2,9.639001037687535
621,韓国ドラマロケ地,10月韓国ひとり旅l やっぱりソウルが好きl ゲストハウスのメリットデメリットl スジェビl ペントハウス4があったl 韓国ドラマロケ地l 大韓航空l KALラウンジl 60代主婦l シニアライフ,Haru / 60代主婦の生き方,2024-10-31,14488,175,24,9.581145019820722
622,Kpop聖地巡り,バンコク新スポット「SAMYAN MITRTOWN」を楽しむ！,Nasi-Chan,2019-11-13,13562,349,70,9.515100775962715
623,韓国ドラマロケ地,【イユリ】全国民の敵と呼ばれ、韓国ドラマ史上最高の悪役を熱演した韓国女優,たこやき韓ドラ情報局,2021-06-22,13451,53,6,9.50688307286016
624,Kpop聖地巡り,ENHYPEN聖地巡り韓国旅行vlog🇰🇷🤍#enhypen #engene #korea #vlog #jk #jungwon #정원 #エンハイプン #韓国旅行,ももな♡vlog,2025-06-08,13237,250,9,9.490846760678869
625,Kpop聖地巡り,【もう行った？】明洞で買えるK-POPグッズ店#渡韓 #ソウル旅行 #韓国ショッピング #韓国旅行 #韓国旅行vlog #ソウル #韓国コスメ #海外旅行,【韓国情報】どんどんコリア,2024-04-10,12810,341,3,9.458059455856434
626,韓国ドラマロケ地,韓国ドラマ｢トッケビ｣ロケ地②드라마「도깨비」촬영지②Filming location of K-drama &quot;Guardian: The Lonely and Great God&quot;②｜韓国CA日常,ソンちゃんねる /Sun Channel,2021-02-13,12743,174,18,9.452815851589884
627,韓国ドラマロケ地,【韓ドラFAN必見】空港からたった10分!! 韓ドラ44作品のロケ地が集まる街とは?!?!｜賢い医師生活・恋するムービー・埋もれた心・ナインパズルなど,シギシギの韓国案内,2025-05-30,12416,184,9,9.426821780416843
628,韓国ドラマロケ地,応答せよ2021-韓国ドラマの全て！,오사카한국문화원 大阪韓国文化院,2021-12-11,11548,391,26,9.354354132115088
629,韓国ドラマロケ地,【韓国ドラマ】「椿の花咲く頃」ロケ地巡り〜クリョンポ編①〜カメリア・ポスター撮影場所など,Misa韓ドラGuide,2020-02-09,11329,220,4,9.335209354022052
630,韓国ドラマロケ地,韓国在住11年目の日本人が行く‼︎韓国ドラマロケ地⇆【ソウル編】ここまでやるか⁉️私のおじさんは何処に・・・🚹ハンガンでラーメン作ったよ🍜今回は涙が止まりませんでした😭マイ・ディア・ミスター👨,サキシェキ☆사키쉐키,2023-04-18,11181,244,43,9.32206062158659
631,Kpop聖地巡り,【大阪で聖地巡り】🚃JR大阪駅前🖐️ダンスしてた🎉#RIIZE#ショウタロウ,キャンディの旅ちゃんねる,2024-08-31,10871,300,1,9.29394595583098
632,Kpop聖地巡り,ソウルBTS聖地巡礼ツアー💜　#bts #btsarmy #army #hybe #bighit #オンラインサロン #菊田あや子 #bts聖地巡り #韓国ツアー #armybts #bts聖地巡礼,菊田あや子BTSについて語る,2023-08-15,10086,127,2,9.219002745054835
633,Kpop聖地巡り,🇰🇷#2【韓国旅行】釜山の有名BTS聖地巡りJIMINパパカフェにやってきた！韓国現地バスで行く方法/釜山 食べ歩き 韓国カフェ,I Korea U 아이코,2023-08-24,8743,127,10,9.076123029856374
634,Kpop聖地巡り,【aespaのオススメスポット!!】オシャレで美味しいジェラート屋をSNSで共有したウィンニン!行ってみるしかないでしょ🫨,韓国オタクは情報通,2025-07-18,7369,123,4,8.905172985183382
635,Kpop聖地巡り,memoriesの元気チャージスポット‼️#niziu #ニジュー,りおねぇ,2025-03-07,7264,307,0,8.890823576004383
636,Kpop聖地巡り,🇰🇷#5【韓国旅行】釜山の有名BTS聖地巡りJIMINパパがおすすめするジミンで埋め尽くされてる韓国中華料理グルメ,I Korea U 아이코,2023-08-29,7198,146,8,8.881697406469304
637,Kpop聖地巡り,大森元貴、幻想スポットライトが話題騒然！「神々しい」「鳥肌」広がる一瞬,Japan Trends News,2025-11-20,6887,147,2,8.837536046107568
638,Kpop聖地巡り,藤井風　聖地めぐり／トッパンガ＋マリブピア,juntarue,2024-06-02,6606,326,7,8.795884972029885
639,Kpop聖地巡り,【K-pop好き必見🔥】韓国おすすめ推し活スポット3選　#shorts #韓国仕入れ #韓国アイドル #kpop #韓国旅行 #推し紹介 #kwangya #,どんどんコリア / 韓国バイヤー,2023-03-28,6390,228,1,8.762646029650282
640,Kpop聖地巡り,新大久保で推し活しよっ✨激アツスポット行ってきました😆💎#트레저 #treasure #kpop #トゥメ #推し活 #新大久保 #トレカ #shorts,にょいっとね,2025-06-20,6284,110,8,8.745921121024347
641,Kpop聖地巡り,お花見と一緒にめぐりたいNumber_iゆかりの推しスポット #number_i #god_i,Number_i x No.1,2025-03-29,5871,733,3,8.677950570294351
642,Kpop聖地巡り,弾丸日帰り香港LIVE旅　#藤井風　聖地巡りRUN 10.9km,juntarue,2025-01-06,5769,255,2,8.660427359502146
643,Kpop聖地巡り,乙支路（ウルチロ）カフェ巡り/BTSの聖地喫茶店/空港カフェ/ホテルカフェ/ソウルのホットスポット,バタ子の50歳からの地球の歩き方,2025-06-06,5462,102,2,8.605753368395717
644,Kpop聖地巡り,最大拡大 中盤 IMP 「SWITCHing」Dance Practice ver  影山拓也スポットライト,IMP.SHOWTIME,2024-02-12,4901,231,6,8.497398564088058
645,Kpop聖地巡り,365♡ #kpop #BTS#btsarmy #army #hybe #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行,菊田あや子BTSについて語る,2023-12-25,4455,152,3,8.40200678160712
646,Kpop聖地巡り,最大拡大 中盤 IMP 「SWITCHing」Dance Practice ver  椿泰我スポットライト,IMP.SHOWTIME,2024-02-12,4295,383,2,8.3654396361887
647,Kpop聖地巡り,【#金城碧海 】SKYmailの聖地巡り inディッパーダン渋谷【#JO1 #JO1グルメ】,ゆきらく(Yukiraku)JAM,2025-05-25,3934,90,0,8.277666160851503
648,Kpop聖地巡り,BTSの聖地めぐりを効率よく周る方法　#BTS聖地巡り　#BTS聖地　#btsarmy,さとはるのちゃんねる,2024-06-07,3786,79,4,8.239329427901795
649,Kpop聖地巡り,【韓国で話題🇰🇷】新大久保の新ホットスポット大紹介！！#ドローイング #カフェ #推し活 #推し活カフェ #新大久保 #riize #aespa #korea #kpop #韓国 #myfave,韓国オタクは情報通,2024-12-12,3493,41,0,8.158802490694002
650,Kpop聖地巡り,【ROLAND GROUP】ホストが教えるミナミの穴場スポット #ホスト #ローランド #なにわ男子 #優士 #rg#kpop #ドキュメンタリー #ジャニーズ#韓国#BIGBANG#ジードラゴン,てるてるランド【月神てるや】테루야,2025-12-05,3377,38,2,8.125039097367745
651,Kpop聖地巡り,五月雨(Samidare)聖地巡礼VLOG近日投稿します💗@andTEAM_official #andTEAM #いすみ鉄道,WACO CHANNEL🐙💗,2024-06-02,3324,267,2,8.109224953089955
652,Kpop聖地巡り,ばつ丸のカイセイさんぽ聖地巡り in 大阪🥰🚶🚶 #MAZZEL #カイセイさんぽ #ぬい撮り,あまから,2024-10-21,3123,136,1,8.046869510959576
653,Kpop聖地巡り,【#川尻蓮 】蓮くん言ったメリーゴーランド🎠 スポット🦊 初4DXもJO1を観た【#JO1 #REN #channel  #TakeYourCHANCE 】,ゆきらく(Yukiraku)JAM,2026-02-05,3108,122,0,8.042056410058754
654,Kpop聖地巡り,グクちゃんに遭遇⁉️#kpop #bts #btsarmy #army #hybe #bighit #オンラインサロン #菊田あや子 #bts聖地巡り #韓国ツアー #armybts #bts聖地巡礼,菊田あや子BTSについて語る,2023-08-15,3034,83,1,8.017966703493599
655,Kpop聖地巡り,I&#39;ll have the bulgogi. #army #bts #btsarmy #bts聖地巡り #bts聖地巡礼 #hybe #kpop #大邱 #菊田あや子 #bulgogi,菊田あや子BTSについて語る,2023-12-14,2979,84,0,7.9996785794994505
656,Kpop聖地巡り,韓国アイドル好き必見‼️韓国おすすめスポット🇰🇷  #韓国おすすめ　#韓国旅行　#AKプラザ　#WITHMUU #ホンデ　#ソウル旅行　#韓国アイドル　#ペンライト#弘大 #k-pop,Meg🐰,2023-06-20,2888,0,1,7.968665700466235
657,Kpop聖地巡り,映えスポットでK-POP踊ってみた,RyoKaren,2021-12-11,2848,96,11,7.954723334497908
658,Kpop聖地巡り,ソウルに到着💜 #kpop #bts #btsarmy #army #hybe #bighit #オンラインサロン #菊田あや子 #bts聖地巡り #韓国ツアー #armybts #bts聖地巡礼,菊田あや子BTSについて語る,2023-08-15,2830,61,0,7.9483852851118995
659,Kpop聖地巡り,2025年BTS活動再開に向けて！　#kpop #BTS#btsarmy #army #hybe  #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行,菊田あや子BTSについて語る,2024-10-24,2474,47,0,7.813995675002791
660,Kpop聖地巡り,TWICExGigo 池袋総本店にラブリーたくさんの映えスポットがあったよー！！近くに行ったら、推し活に活用してね🤍💜 #kpop #twice #shorts,Kぽヲタのにゃんこさん,2025-08-16,2263,48,4,7.724888439323074
661,Kpop聖地巡り,マシッソヨ💜#army #オンラインサロン #菊田あや子 #菊田あや子のstaygold #bts聖地巡り #韓国ツアー #armybts #ヨンチョンヨンファ,菊田あや子BTSについて語る,2023-05-25,2004,29,0,7.60339933974067
662,Kpop聖地巡り,【清涼感】NOWADAYSが人気スポット ハートのアーチ前でTICKET踊ってみた!!#NOWADAYS,動画、はじめてみました【テレビ朝日公式】,2024-08-23,1939,49,0,7.570443252057374
663,Kpop聖地巡り,釜山大邱♡ #kpop #BTS#btsarmy #army #hybe #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行,菊田あや子BTSについて語る,2023-12-25,1917,47,0,7.559038255443384
664,Kpop聖地巡り,釜山♡ #kpop #BTS#btsarmy #army #hybe #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行,菊田あや子BTSについて語る,2023-12-25,1890,54,2,7.544861068658458
665,Kpop聖地巡り,2023♡ #kpop #BTS#btsarmy #army #hybe #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行,菊田あや子BTSについて語る,2023-12-25,1841,74,0,7.518607216815252
666,Kpop聖地巡り,【BTS聖地】聖地巡りin原宿表参道まとめ #bts #btsarmy #armyvlog #アミ活 #防弾少年団 #バンタン #bts聖地巡礼 #gcf #bts東京,miko,2024-02-29,1805,36,2,7.498869733976931
667,Kpop聖地巡り,2019サマーパッケージ『オソン韓屋村』♡ #kpop #BTS#btsarmy #army #hybe #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行#光州 #オソン韓屋村,菊田あや子BTSについて語る,2024-12-08,1763,46,0,7.475339236566737
668,Kpop聖地巡り,BTS Festa2024 ハイブに行ってきたよ　#bts聖地巡り #btsfesta2024,さとはるのちゃんねる,2024-06-15,1754,44,6,7.470224135899966
669,Kpop聖地巡り,日本のお気に入りスポットや美味しかった食べ物は？ #kep1er #kep1ian,Kitto,2023-12-05,1749,43,0,7.4673710669175595
670,Kpop聖地巡り,LINE💜 #kpop #bts #btsarmy #army #hybe #bighit #オンラインサロン #菊田あや子 #bts聖地巡り #韓国ツアー #armybts #bts聖地巡礼,菊田あや子BTSについて語る,2023-08-15,1655,39,2,7.412160334945205
671,Kpop聖地巡り,2023 #kpop #BTS#btsarmy #army #hybe #菊田あや子 #BTS聖地巡り #BTS聖地巡礼#韓国ツアー #韓国旅行,菊田あや子BTSについて語る,2023-12-25,1564,25,0,7.355641102974253
672,Kpop聖地巡り,【𝙊𝙉𝘾𝙀 𝙑𝙇𝙊𝙂】 8/23TWICEバンテリンドーム参戦☆聖地巡り☆名古屋カフェ☆,yui,2025-08-28,1533,26,0,7.335633981927201
673,Kpop聖地巡り,乾杯🍻　#kpop #bts #btsarmy #army #hybe #bighit #オンラインサロン #菊田あや子 #bts聖地巡り #韓国ツアー #armybts #bts聖地巡礼,菊田あや子BTSについて語る,2023-08-15,1519,23,1,7.326465613840322
674,Kpop聖地巡り,トゥメさん必見！ヲタ活スポットを紹介するよ︎︎^_ｰ ☆ #韓国 #韓国留学 #韓国旅行 #トレジャー #treasure #bonabona #reboot,cona2,2023-08-03,1304,52,0,7.173958319756794
675,Kpop聖地巡り,k-popオタク歴２桁に突入した女がただ聖地巡りをして喜ぶvlog.(続きは@nenelog9047 からみれます！),nenelog,2022-12-02,1274,30,0,7.150701457592526
676,Kpop聖地巡り,【NiziU】推しを追いかけいざ韓国へ!!サノク、センイル、聖地巡りレポ Part1,けーすけHOUSE 《WithUのたまり場》,2025-04-19,1254,122,11,7.134890851565884
677,Kpop聖地巡り,[BTS聖地] JIMIN vlog in Paris パリ聖地巡り🇫🇷 [ジミン],はるころch 🐱하루코로ch 일본아미 일상🐱,2024-07-23,1214,56,0,7.102499355774649
678,Kpop聖地巡り,KPOPアイドル行きつけ！？韓国江原道で流行りの人気スポット！【第2弾】,skyticket （スカイチケット）,2022-10-28,1160,21,0,7.057036981697891
679,Kpop聖地巡り,【韓国旅行vlog】K-POP聖地巡り✨弘大ショッピングのおすすめスポット大公開,らあ 【RAA's Vlogs】,2023-05-26,1141,19,0,7.040536390215956
680,Kpop聖地巡り,韓国おすすめスポットをAPOKIが紹介！EXO カイも訪れたトレンド最先端の遊び場「Peaches D8NE」,Kstyle,2022-01-24,1079,21,1,6.984716320118266
